사용일자,호선명,지하철역,승차총승객수,하차총승객수,총 승차인원,총 하차인원
202001,8호선,가락시장,201189,228411,201189,228411
202001,8호선,강동구청,262417,269593,262417,269593
202001,8호선,남한산성입구,319998,288129,319998,288129
202001,8호선,단대오거리,250396,239275,250396,239275
202001,8호선,모란,113497,85389,113497,85389
202001,8호선,몽촌토성,132818,140606,132818,140606
202001,8호선,문정,490739,508764,490739,508764
202001,8호선,복정,252703,211820,252703,211820
202001,8호선,산성,126080,122726,126080,122726
202001,8호선,석촌,193380,221848,193380,221848
202001,8호선,송파,228608,217809,228608,217809
202001,8호선,수진,135620,125981,135620,125981
202001,8호선,신흥,115046,123992,115046,123992
202001,8호선,암사,454098,400022,454098,400022
202001,8호선,잠실,377467,429723,377467,429723
202001,8호선,장지,433486,411243,433486,411243
202001,8호선,천호,418651,478114,418651,478114
202002,8호선,가락시장,157405,177237,157405,177237
202002,8호선,강동구청,214445,220943,214445,220943
202002,8호선,남한산성입구,267238,240601,267238,240601
202002,8호선,단대오거리,207737,198707,207737,198707
202002,8호선,모란,86520,64647,86520,64647
202002,8호선,몽촌토성,105272,112127,105272,112127
202002,8호선,문정,438543,458780,438543,458780
202002,8호선,복정,207956,176248,207956,176248
202002,8호선,산성,102931,101260,102931,101260
202002,8호선,석촌,153405,176436,153405,176436
202002,8호선,송파,177128,168548,177128,168548
202002,8호선,수진,103788,94977,103788,94977
202002,8호선,신흥,91167,98939,91167,98939
202002,8호선,암사,377069,330523,377069,330523
202002,8호선,잠실,272525,314099,272525,314099
202002,8호선,장지,345361,328476,345361,328476
202002,8호선,천호,339580,385909,339580,385909
202003,8호선,가락시장,143641,162264,143641,162264
202003,8호선,강동구청,188511,194780,188511,194780
202003,8호선,남한산성입구,238844,215019,238844,215019
202003,8호선,단대오거리,186577,180143,186577,180143
202003,8호선,모란,74311,54766,74311,54766
202003,8호선,몽촌토성,93671,99451,93671,99451
202003,8호선,문정,400124,420962,400124,420962
202003,8호선,복정,183390,155687,183390,155687
202003,8호선,산성,93944,93430,93944,93430
202003,8호선,석촌,135518,157073,135518,157073
202003,8호선,송파,153003,145746,153003,145746
202003,8호선,수진,86794,78602,86794,78602
202003,8호선,신흥,80263,85917,80263,85917
202003,8호선,암사,338857,297695,338857,297695
202003,8호선,잠실,238104,271816,238104,271816
202003,8호선,장지,299534,290762,299534,290762
202003,8호선,천호,301142,342250,301142,342250
202004,8호선,가락시장,152467,173410,152467,173410
202004,8호선,강동구청,195721,201276,195721,201276
202004,8호선,남한산성입구,253709,226306,253709,226306
202004,8호선,단대오거리,196695,186495,196695,186495
202004,8호선,모란,84409,62392,84409,62392
202004,8호선,몽촌토성,102608,108997,102608,108997
202004,8호선,문정,405683,424575,405683,424575
202004,8호선,복정,195348,167145,195348,167145
202004,8호선,산성,99860,97628,99860,97628
202004,8호선,석촌,143980,165075,143980,165075
202004,8호선,송파,163783,154384,163783,154384
202004,8호선,수진,92412,83263,92412,83263
202004,8호선,신흥,85283,90426,85283,90426
202004,8호선,암사,359023,314285,359023,314285
202004,8호선,잠실,249177,286908,249177,286908
202004,8호선,장지,325328,310906,325328,310906
202004,8호선,천호,319139,364674,319139,364674
202005,8호선,가락시장,155286,175504,155286,175504
202005,8호선,강동구청,205424,215176,205424,215176
202005,8호선,남한산성입구,267302,239904,267302,239904
202005,8호선,단대오거리,203357,193303,203357,193303
202005,8호선,모란,88976,67125,88976,67125
202005,8호선,몽촌토성,106662,113684,106662,113684
202005,8호선,문정,404429,423757,404429,423757
